NS.1481.002.IDT_i7_112---IDT_i5_112.649,NorthFeatherChipsCreek_2009__649
NS.1481.002.IDT_i7_113---IDT_i5_113.725,RainbowPool_2009__725
NS.1481.002.IDT_i7_114---IDT_i5_114.505,DuncanCreek_2009__505
NS.1481.002.IDT_i7_115---IDT_i5_115.544,KitchenCreek_2010__544
NS.1481.002.IDT_i7_116---IDT_i5_116.524,HauserCreek_2010__524
NS.1481.002.IDT_i7_117---IDT_i5_117.550,KitchenCreek_2010__550
NS.1481.002.IDT_i7_118---IDT_i5_118.630,NFStanislaus_2010__630
NS.1481.002.IDT_i7_119---IDT_i5_119.623,NFStanislaus_2010__623
NS.1481.002.IDT_i7_12---IDT_i5_12.68,Redwoods_2011_Centre_68
NS.1481.002.IDT_i7_120---IDT_i5_120.648,NorthFeatherChipsCreek_2009__648
NS.1481.002.IDT_i7_121---IDT_i5_121.481,CreektoRubicon_2009__481
NS.1481.002.IDT_i7_122---IDT_i5_122.525,HauserCreek_2010__525
NS.1481.002.IDT_i7_123---IDT_i5_123.627,NFStanislaus_2010__627
NS.1481.002.IDT_i7_124---IDT_i5_124.665,NFMFTule_2010_Centre_665
NS.1481.002.IDT_i7_125---IDT_i5_125.662,NFMFTule_2010_Centre_662
NS.1481.002.IDT_i7_126---IDT_i5_126.506,DuncanCreek_2009__506
NS.1481.002.IDT_i7_127---IDT_i5_127.516,FiddleCreek_2010__516
NS.1481.002.IDT_i7_128---IDT_i5_128.527,HauserCreek_2010__527
NS.1481.002.IDT_i7_129---IDT_i5_129.553,KitchenCreek_2010__553
NS.1481.002.IDT_i7_13---IDT_i5_13.163,RockCreek_2014_North_163
NS.1481.002.IDT_i7_130---IDT_i5_130.631,NFStanislaus_2010__631
NS.1481.002.IDT_i7_131---IDT_i5_131.624,NFStanislaus_2010__624
NS.1481.002.IDT_i7_132---IDT_i5_132.650,NorthFeatherChipsCreek_2009__650
NS.1481.002.IDT_i7_133---IDT_i5_133.482,CreektoRubicon_2009__482
NS.1481.002.IDT_i7_134---IDT_i5_134.551,KitchenCreek_2010__551
NS.1481.002.IDT_i7_135---IDT_i5_135.628,NFStanislaus_2010__628
NS.1481.002.IDT_i7_136---IDT_i5_136.666,NFMFTule_2010_Centre_666
NS.1481.002.IDT_i7_137---IDT_i5_137.498,DeerFlatCreek_2010__498
NS.1481.002.IDT_i7_138---IDT_i5_138.508,DuncanCreek_2009__508
NS.1481.002.IDT_i7_139---IDT_i5_139.517,FiddleCreek_2010__517
NS.1481.002.IDT_i7_14---IDT_i5_14.172,RockCreek_2015_North_172
NS.1481.002.IDT_i7_140---IDT_i5_140.528,HauserCreek_2010__528
NS.1481.002.IDT_i7_141---IDT_i5_141.582,ManzanaCreek_2010__582
NS.1481.002.IDT_i7_142---IDT_i5_142.615,MillCreek_2010_South_615
NS.1481.002.IDT_i7_143---IDT_i5_143.626,NFStanislaus_2010__626
NS.1481.002.IDT_i7_144---IDT_i5_144.651,NorthFeatherChipsCreek_2009__651
NS.1481.002.IDT_i7_145---IDT_i5_145.483,CreektoRubicon_2009__483
NS.1481.002.IDT_i7_146---IDT_i5_146.552,KitchenCreek_2010__552
NS.1481.002.IDT_i7_147---IDT_i5_147.638,NicasioCreek_2009__638
NS.1481.002.IDT_i7_148---IDT_i5_148.942,CottonwoodCreek_2010__942
NS.1481.002.IDT_i7_149---IDT_i5_149.500,DeerFlatCreek_2010__500
NS.1481.002.IDT_i7_150---IDT_i5_150.509,DuncanCreek_2009__509
NS.1481.002.IDT_i7_151---IDT_i5_151.519,FivemileCreek_2010__519
NS.1481.002.IDT_i7_152---IDT_i5_152.529,HauserCreek_2010__529
NS.1481.002.IDT_i7_153---IDT_i5_153.575,LittleNorthForkMiddleForkFeather_2010__575
NS.1481.002.IDT_i7_154---IDT_i5_154.617,NorthForkUmpqua_2007__617
NS.1481.002.IDT_i7_155---IDT_i5_155.640,NicasioCreek_2009__640
NS.1481.002.IDT_i7_156---IDT_i5_156.653,NorthFeatherChipsCreek_2009__653
NS.1481.002.IDT_i7_157---IDT_i5_157.484,CreektoRubicon_2009__484
NS.1481.002.IDT_i7_158---IDT_i5_158.583,ManzanaCreek_2010__583
NS.1481.002.IDT_i7_159---IDT_i5_159.639,NicasioCreek_2009__639
NS.1481.002.IDT_i7_16---IDT_i5_16.6,Sweetwater_2010_South_6
NS.1481.002.IDT_i7_160---IDT_i5_160.720,ParadiseCreek_2010__720
NS.1481.002.IDT_i7_161---IDT_i5_161.501,DuncanCreek_2009__501
NS.1481.002.IDT_i7_162---IDT_i5_162.510,DuncanCreek_2009__510
NS.1481.002.IDT_i7_163---IDT_i5_163.520,HauserCreek_2010__520
NS.1481.002.IDT_i7_164---IDT_i5_164.546,KitchenCreek_2010__546
NS.1481.002.IDT_i7_165---IDT_i5_165.577,LittleNorthForkMiddleForkFeather_2010__577
NS.1481.002.IDT_i7_166---IDT_i5_166.618,NorthForkUmpqua_2007__618
NS.1481.002.IDT_i7_167---IDT_i5_167.642,NicasioCreek_2009__642
NS.1481.002.IDT_i7_168---IDT_i5_168.664,NFMFTule_2010_Centre_664
NS.1481.002.IDT_i7_169---IDT_i5_169.485,CreektoRubicon_2009__485
NS.1481.002.IDT_i7_17---IDT_i5_17.74,Redwoods_2012_Centre_74
NS.1481.002.IDT_i7_170---IDT_i5_170.812,TenayaCreekYosemite_2008__812
NS.1481.002.IDT_i7_171---IDT_i5_171.641,NicasioCreek_2009__641
NS.1481.002.IDT_i7_172---IDT_i5_172.722,ParadiseCreek_2010__722
NS.1481.002.IDT_i7_173---IDT_i5_173.502,DuncanCreek_2009__502
NS.1481.002.IDT_i7_174---IDT_i5_174.941,CottonwoodCreek_2010__941
NS.1481.002.IDT_i7_175---IDT_i5_175.521,HauserCreek_2010__521
NS.1481.002.IDT_i7_176---IDT_i5_176.547,KitchenCreek_2010__547
NS.1481.002.IDT_i7_177---IDT_i5_177.576,LittleNorthForkMiddleForkFeather_2010__576
NS.1481.002.IDT_i7_178---IDT_i5_178.619,NorthForkUmpqua_2007__619
NS.1481.002.IDT_i7_179---IDT_i5_179.644,NorthFeatherChipsCreek_2009__644
NS.1481.002.IDT_i7_18---IDT_i5_18.9,Sweetwater_2011_South_9
NS.1481.002.IDT_i7_180---IDT_i5_180.667,NFMFTule_2010_Centre_667
NS.1481.002.IDT_i7_181---IDT_i5_181.486,CreektoRubicon_2009__486
NS.1481.002.IDT_i7_182---IDT_i5_182.629,NFStanislaus_2010__629
NS.1481.002.IDT_i7_183---IDT_i5_183.643,NorthFeatherChipsCreek_2009__643
NS.1481.002.IDT_i7_184---IDT_i5_184.723,ParadiseCreek_2010__723
NS.1481.002.IDT_i7_185---IDT_i5_185.503,DuncanCreek_2009__503
NS.1481.002.IDT_i7_186---IDT_i5_186.542,HoneyCreek_2007__542
NS.1481.002.IDT_i7_187---IDT_i5_187.522,HauserCreek_2010__522
NS.1481.002.IDT_i7_188---IDT_i5_188.548,KitchenCreek_2010__548
NS.1481.002.IDT_i7_189---IDT_i5_189.579,LittleNorthForkMiddleForkFeather_2010__579
NS.1481.002.IDT_i7_19---IDT_i5_19.18,Sweetwater_2012_South_18
NS.1481.002.IDT_i7_190---IDT_i5_190.621,NFStanislaus_2010__621
NS.1481.002.IDT_i7_191---IDT_i5_191.645,NorthFeatherChipsCreek_2009__645
NS.1481.002.IDT_i7_192---IDT_i5_192.672,ONeilCreek_2010_North_672
NS.1481.002.IDT_i7_2---IDT_i5_2.171,RockCreek_2015_North_171
NS.1481.002.IDT_i7_21---IDT_i5_21.41,WFMojave_2010_South_41
NS.1481.002.IDT_i7_22---IDT_i5_22.50,WFMojave_2014_South_50
NS.1481.002.IDT_i7_23---IDT_i5_23.60,WFMojave_2015_South_60
NS.1481.002.IDT_i7_24---IDT_i5_24.70,Redwoods_2012_Centre_70
NS.1481.002.IDT_i7_25---IDT_i5_25.164,RockCreek_2015_North_164
NS.1481.002.IDT_i7_26---IDT_i5_26.173,RockCreek_2015_North_173
NS.1481.002.IDT_i7_28---IDT_i5_28.27,Sweetwater_2013_South_27
NS.1481.002.IDT_i7_29---IDT_i5_29.1,Sweetwater_2010_South_1
NS.1481.002.IDT_i7_30---IDT_i5_30.10,Sweetwater_2011_South_10
NS.1481.002.IDT_i7_31---IDT_i5_31.19,Sweetwater_2012_South_19
NS.1481.002.IDT_i7_32---IDT_i5_32.30,Sweetwater_2014_South_30
NS.1481.002.IDT_i7_34---IDT_i5_34.51,WFMojave_2014_South_51
NS.1481.002.IDT_i7_35---IDT_i5_35.61,WFMojave_2015_South_61
NS.1481.002.IDT_i7_36---IDT_i5_36.71,Redwoods_2012_Centre_71
NS.1481.002.IDT_i7_37---IDT_i5_37.165,RockCreek_2015_North_165
NS.1481.002.IDT_i7_38---IDT_i5_38.174,RockCreek_2016_North_174
NS.1481.002.IDT_i7_40---IDT_i5_40.28,Sweetwater_2014_South_28
NS.1481.002.IDT_i7_42---IDT_i5_42.12,Sweetwater_2011_South_12
NS.1481.002.IDT_i7_45---IDT_i5_45.43,WFMojave_2011_South_43
NS.1481.002.IDT_i7_46---IDT_i5_46.52,WFMojave_2014_South_52
